Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,min_salary,max_salary,avg_salary,min_experience,max_experience
 Associate Relationship Manager-direct Channel-life or Health Insurance,"1,75,000-4,25,000pa.",3 - 8 yrs, direct sales channel sales health insurance relationship manager business development manager sales manager sales development manager sdm banking sales sales,Channel Sales,Nagpur,Sales ,Insurance,Client Relationship Manager,17.5,42.5,30,3,8
 Jobs IN Noida WITH FIX Fri-sat OFF IN PURE DAY Shift/cce/cse Profile,"1,75,000-4,25,000pa.",0 - 4 yrs, hiring cce inbound amity bcom fresher bba customer care blended process mba customer support bsc cse uk shift ba,Voice,Noida,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,42.5,30,0,4
" Required PHP Developer with Laravel must 2-5 Yrs,noida Sector 63","1,75,000-4,25,000pa.",2 - 5 yrs, PHP Laravel CI Codeigniter API api development encryption,Programming & Design,Noida ,IT Software ,IT,Software Developer,17.5,42.5,30,2,5
 Golden Opportunity for Freshers & Experience Candidate in top Mnc's in,"1,75,000-4,25,000pa.",0 - 5 yrs, Non Voice call center bpo international call center domestic bpo telecaller customer care executive customer care officer Outbound voice,Other,Mumbai,ITES ,BPO,Trainee,17.5,42.5,30,0,5
 Lead Generation Executive ( Email Marketing),"1,75,000-4,50,000pa.",2 - 6 yrs, lead generation data extraction email marketing,Online,Noida,Marketing ,IT,Email Marketing Manager,17.5,45.0,31,2,6
 Magento Developer,"1,75,000-4,50,000pa.",1 - 6 yrs, Bca jQuery magento developer computer science Github Javascript php MCA JIRA,Programming & Design,Mumbai,IT Software ,IT,Software Developer,17.5,45.0,31,1,6
 Marketing Executive,"1,75,000-4,50,000pa.",0 - 2 yrs, cold calling lead generation business development marketing sales sales executive business development executive bde sales manager business development manager marketing executive marketing communication communication skills,Retail Sales,Delhi NCR,Sales ,Education,Sales Executive/Officer,17.5,45.0,31,0,2
 Urgent Opening for Recruiter/sr. Recruiter Japanese Consultancy,"1,75,000-4,50,000pa.",2 - 6 yrs, Recruitment Job Posting Mass Mailing Bulk Hiring Non IT Automobile,HR,Delhi,HR ,Recruitment,HR Executive,17.5,45.0,31,2,6
 Data Entry Operator|5 Days Working|customer Care|delhi-ncr,"1,75,000-4,50,000pa.",0 - 1 yrs, domestic bpo Customer Service international bpo Call Center Operations computer operator back office call center Customer Care Executive Customer Support inbound process calling Customer Care data entry operator data entry,Voice,Delhi NCR,ITES ,BPO,Telecalling/Telemarketing Executive,17.5,45.0,31,0,1
 Urgently Hiring for Exp Hr Recruiter for Bandra Loc (5 days Working),"1,75,000-4,50,000pa.",1 - 5 yrs, head hunting hr recruiter Non IT Recruitment IT Recruitment Senior Recruiter recruitment consultant recruitment recruitment executive sourcing,HR,Mumbai,HR ,Recruitment,Recruitment Executive,17.5,45.0,31,1,5
 Area Initiator (medical Representative),"1,75,000-4,50,000pa.",0 - 5 yrs, fso pharma marketing Field Sales Officer cardio cardiovascular roi sales pharmaceutical sales brand promotion territory officer diabetes medical marketing,Retail Sales,Bengaluru,Sales ,Pharma,Medical Representative,17.5,45.0,31,0,5
 Hiring For British Travel Brand (voice Process) Call Jai / Salary 40 K,"1,75,000-4,50,000pa.",0 - 5 yrs, travel consultant ticketing executive travel executive gds sabre worldspan galileo amadeus airlines travel voice process Technical Support technical sales upselling,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,45.0,31,0,5
 Medical Coders (cpc/circc/coc)(ortho Surgery),"1,75,000-4,75,000pa.",1 - 6 yrs, audit compliance medical coding diagnostics cpt Orthopedics medical coder documentation patient relations icd - 10,Other,Mumbai,ITES ,Other,Outside Consultant,17.5,47.5,32,1,6
 Hiring :: Sr. US IT Recruiters (or) Talent Acquisition Specialist,"1,75,000-5,00,000pa.",1 - 5 yrs, it staffing,HR,Hyderabad,HR ,Recruitment,Staffing Specialist/ Manpower Planning,17.5,50.0,33,1,5
" Area Sales Manager, Territory Sales Manager, Terr","1,75,000-5,00,000pa.",1 - 5 yrs, Senior Sales Executive Sales Operations Customer Management Sales Officer TSM Territory Sales Manager customer manager Area Sales Management Distribution Customer Complaints ASM Area Sales Manager,Retail Sales,Mumbai,Sales ,FMCG,Area Sales Manager,17.5,50.0,33,1,5
 Work@home / part time / Freshers/exp /freelancer earn upto 45 k,"1,75,000-5,00,000pa.",1 - 6 yrs, freshers part time marketing sales & marketing freelance business development executive Business Development,Other,Hyderabad,ITES ,BPO,Fresher,17.5,50.0,33,1,6
 Customer Service Voice Openings - Call/whatsapp KYRA,"1,75,000-5,50,000pa.",1 - 3 yrs, bpo voice call centre international bpo technical bpo voice australian australia call center fresher bpo fresher uk bpo executive uk process international call center looking uk shift bpo non voice,Voice,Mumbai,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,55.0,36,1,3
 International Voice Customer Service Openings in TOP BPO Companies,"1,75,000-5,50,000pa.",1 - 3 yrs, bpo voice customer service associate customer service executive international bpo call center csa technical support fresher cse international call center technical support associate airlines International Voice Process,Voice,Mumbai,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,55.0,36,1,3
 Top MNC Firm Hiring For Technical Support / IT Helpdesk / Tech Support,"1,75,000-5,50,000pa.",0 - 4 yrs, tech support technical technical support engineer ites system support it service desk system troubleshooting technical helpdesk system administration tso technical support technical associate fresher technical executive troubleshooting it helpdesk,Admin,Bengaluru,IT Software ,IT,Technical Support Engineer,17.5,55.0,36,0,4
 Senior Accounts Executive,"1,75,000-5,50,000pa.",2 - 7 yrs, cma gst income tax accounting Income Tax Return taxation ca roc compliance,Accounts,Chennai,Accounts ,Accounting,Accounts Executive/Accountant,17.5,55.0,36,2,7
 IN House Drive @ Rivera 4 Investment Bank / Voice Process/ SAL 6 LPA,"1,75,000-5,50,000pa.",1 - 5 yrs, bpo kpo international voice customer care investment banking contact center customer service customer support csr cse client servicing voice inbound outbound call center voice process international call center customer care executive,Voice,Bengaluru,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,55.0,36,1,5
 TOP 45 Bpo's -TC$ / JP Morg@n / Accenture / Sterling / FS / Sutherland,"1,75,000-5,50,000pa.",1 - 3 yrs, bpo call center customer service executive cse technical support voice international bpo international call center customer service associate csa technical support associate fresher airlines undergraduate,Voice,Mumbai,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,55.0,36,1,3
 Business Development Executive,"1,75,000-6,00,000pa.",2 - 7 yrs, cold calling negotiation direct marketing sales initiatives technical sales presentation skills sap erp business development microsoft,Operations,Mumbai,ITES ,IT,Business Development Manager,17.5,60.0,38,2,7
 Fixed Day Shift In NON BPO - South Delhi Location,"1,75,000-6,00,000pa.",0 - 5 yrs, blended barclays cce customer service srexecutive dell amazon amex fresher dayshift ba,Voice,Delhi NCR,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,60.0,38,0,5
 IOS Developer,"1,75,000-6,00,000pa.",1 - 5 yrs, IOS Swift,Programming & Design,Mumbai,IT Software ,IT,Software Developer,17.5,60.0,38,1,5
 Urgently Required Senior Web Application Developer - Node.js/react.js,"1,75,000-6,00,000pa.",3 - 8 yrs, Web Technologies Apollo NodeJs Web Application Development ReactJs,Programming & Design,Kolkata,IT Software ,Internet,Software Developer,17.5,60.0,38,3,8
 Web Developer,"1,75,000-6,00,000pa.",1 - 5 yrs, HTML CSS Web Development Web Technologies,Back Office,Delhi ,ITES ,Internet,Team Leader -(Technical),17.5,60.0,38,1,5
 US IT Recruiter/domestic IT Recruiters,"1,75,000-6,00,000pa.",1 - 6 yrs, US IT Recruiter US IT Recruitment us technical recruiter w2 US IT Staffing,HR,Hyderabad,HR ,Recruitment,Recruitment Executive,17.5,60.0,38,1,6
 Excellent Opportunity for Customer Service Jobs In International BPO,"1,75,000-6,50,000pa.",1 - 3 yrs, bpo call center voice process international call center kpo inbound fresher bpo fresher customer service customer support customer care technical support tsa email ites upselling international bpo bpo call center international voice process,Voice,Pune,ITES ,BPO,Associate/Senior Associate -(NonTechnical),17.5,65.0,41,1,3
 Opening for System Admin in a well Known IT Company @ Sakinaka(mumbai),"1,75,000-6,75,000pa.",4 - 9 yrs, IT Helpdesk Remote Support DNS System Administration Hardware Group Policy Cisco Networking Active Directory IT Infrastructure DHCP,Admin,Mumbai,IT Software ,IT,System Administrator,17.5,67.5,42,4,9
 Chartered Accountant Manager- Noida Engg. Manufacturing co.,"10,00,000-11,00,000pa.",10 - 12 yrs, chartered accountant MIS Preparation tds accountancy accounting direct tax fiemptyce indirect taxation,Accounts,Noida,Accounts ,Oil and Gas,Chartered Accountant,100.0,110.0,105,10,12
" Area Sales Executive-passenger Car Tyre, Kolkata","10,00,000-11,00,000pa.",5 - 10 yrs, Sales Planning Marketing Business Development Market Penetration Area Sales Sales Strategy B2C Sales Sales Executive Activities Distribution Network B2B Tyres,Retail Sales,Kolkata,Sales ,Automobile,Sales Executive/Officer,100.0,110.0,105,5,10
" Maintenance Manager,","10,00,000-12,00,000pa.",8 - 12 yrs, Inprocess Inspection Mainteemptyce Management Erection Commissioning Team Building,Production,Mumbai,Production ,Other,Service/Maintenance Engineer,100.0,120.0,110,8,12
" Clinical Trial Business Development Manager,- Delhi","10,00,000-12,00,000pa.",6 - 11 yrs, Bd Lead Generation Proposal Management Business Development Management Clinical Trials Lead Qualification Operations Management,Retail Sales,Delhi NCR,Sales ,Medical,Sales/Business Development Manager,100.0,120.0,110,6,11
 Head - Digital Marketing,"10,00,000-12,00,000pa.",9 - 10 yrs, SEM Digital Marketing SEO Social Media Customer Acquisition Marketing automation Content Management System CRM,Senior Management,Mumbai ,Marketing ,IT,Head/VP/GM/ Mgr-Online/Digital Marketing,100.0,120.0,110,9,10
 Looking for Mean Stack Developer for Indian MNC Company | Pune,"10,00,000-12,00,000pa.",3 - 8 yrs, Mean Stack Angularjs MongoDB NodeJs Web Services Web Technologies,Programming & Design,Pune,IT Software ,IT,Software Developer,100.0,120.0,110,3,8
 Sr.supply Chain Manager (supply Chain Jobs in Bangalore),"10,00,000-12,00,000pa.",8 - 10 yrs, Supply Chain,Senior Management,Bengaluru,Purchase ,Travel ,Head/VP/GM-SCM/Logistics,100.0,120.0,110,8,10
 Manager Holidays,"10,00,000-12,00,000pa.",6 - 10 yrs, Tourism target achievement negotiation skills revenue management Tour Packages,Retail Sales,Mumbai,Sales ,Aviation,Sales/Business Development Manager,100.0,120.0,110,6,10
 Accounts Manager - Hotel,"10,00,000-12,00,000pa.",8 - 10 yrs, Accounting Accounts Receivable Accounts Payable Fiemptyce Taxation Debtors Night Auditing Cash Flow Fiemptycial Statements Profit,Accounts,Mumbai ,Accounts ,Travel ,Accounts Manager,100.0,120.0,110,8,10
 Manager-investor Relation & MIS,"10,00,000-12,00,000pa.",3 - 5 yrs, fiemptycial modelling Budgeting MIS Reporting fiemptyce Balance Sheet reconciliation,Finance,Pune,Accounts ,Medical,Investor Relationship-Executive/Manager,100.0,120.0,110,3,5
 Technical Project Manager (female Candidates Only),"10,00,000-12,00,000pa.",7 - 9 yrs, project management scope execution budgeting IT project Management PMP Trained Project Manager project lead tech lead,Project Management,Mumbai,IT Software ,IT,Project Manager-IT/Software,100.0,120.0,110,7,9
 Peoplesoft Campus Techno Functional,"10,00,000-12,00,000pa.",4 - 7 yrs, Self Service Techno Functional,Programming & Design,Delhi NCR,IT Software ,IT,Software Developer,100.0,120.0,110,4,7
 Sr. Manager / Head- Accounts Payable (CA),"10,00,000-12,00,000pa.",10 - 15 yrs, accounting fiemptyce auditing fiemptycial operations budgeting mis ca,Accounts,Ahmedabad ,Accounts ,KPO,Accounts Manager,100.0,120.0,110,10,15
 Opportunity|| Quality Manager,"10,00,000-12,00,000pa.",8 - 10 yrs, Team Management QC Tools Compliance Analytical Skills Quality Management Six Sigma Projects Process Improvement Initiatives Lean Six Sigma Follow Ups Communication Skills Green Belt Call Center Standard Operating Procedures,Quality,Mumbai,ITES ,BPO,Quality Assurance/Quality Control Manager,100.0,120.0,110,8,10
 Immediate Requirement for MSBI Trainer &amp; SQL Server Trainer,"10,00,000-12,00,000pa.",4 - 9 yrs, sql server msbi,Analytics & BI,Hyderabad,Analytics & Business Intelligence,IT,Data Analyst,100.0,120.0,110,4,9
 Deputy Manager / Manager Transportation Logistics,"10,00,000-12,00,000pa.",7 - 10 yrs, Fleet Management Logistics Operations transportation,Logistics,Mumbai,Purchase ,Textiles,Logistics Manager,100.0,120.0,110,7,10
 Senior Manager - HR,"10,00,000-12,00,000pa.",5 - 10 yrs, human resource management,HR,Pune,HR ,Facility Management,HR Manager,100.0,120.0,110,5,10
 Deputy Manager - HR Chandigarh,"10,00,000-12,00,000pa.",5 - 10 yrs, Sales Hiring employee relations recruitment management Human Resource Management Employee Engagement hr generalist Business HR hr management HR Operations Performance Management Employee Retention,HR,Chandigarh,HR ,Insurance,HR Manager,100.0,120.0,110,5,10
 Assistant Manager HR,"10,00,000-12,00,000pa.",8 - 10 yrs, PMS HRBP,HR,Gurgaon,HR ,Construction,HR Manager,100.0,120.0,110,8,10
 Sales Manager - Karnataka,"10,00,000-12,00,000pa.",9 - 14 yrs, sales management sales strategy customer relationship communication skills customer service Sales Coordination,Channel Sales,Bengaluru,Sales ,Consumer Electronics,Regional Sales Manager,100.0,120.0,110,9,14
 Urgent Position - Quality Lead - Voice Domain - Captive Unit,"10,00,000-12,00,000pa.",8 - 13 yrs, Captive Unit,Quality,Gurgaon,ITES ,BPO,Quality Assurance/Quality Control Manager,100.0,120.0,110,8,13
 Chartered Accountant,"10,00,000-12,00,000pa.",5 - 10 yrs, Law Compliance Accounting Chartered Accountant Margins Budgeting Auditing,Accounts,Chennai,Accounts ,Real Estate,Accounts Executive/Accountant,100.0,120.0,110,5,10
 Digital Marketing Head [ppc] - Leading Travel Organization : Gurgaon,"10,00,000-12,00,000pa.",5 - 10 yrs, digital marketing digital e - commerce PPC Promotional Campaigns startup online SEM Campaigns SEO,Online,Mumbai,Marketing ,Travel ,Display Marketing Manager,100.0,120.0,110,5,10
 AGM - Accounts Closure,"10,00,000-12,00,000pa.",8 - 10 yrs, Inter branch reconciliation Export import Final accounts capital expenditure Foreign exchange,Senior Management,Mumbai,Accounts ,Recruitment,Head/VP/GM-Accounts,100.0,120.0,110,8,10
 Civil Engineers for Real Estate Trainer - CPI - NR,"10,00,000-12,00,000pa.",10 - 13 yrs, Real Estate Civil Engineering Communication Skills Trainer Teacher,Teachers,Mumbai,Teaching ,Real Estate,Trainer,100.0,120.0,110,10,13
 Senior Application Developer or Application Developer,"10,00,000-12,00,000pa.",4 - 7 yrs, vision plus fas its tram,Programming & Design,Pune,IT Software ,IT,Team Lead/Technical Lead,100.0,120.0,110,4,7
 Admin Head From Retail Company,"10,00,000-12,00,000pa.",5 - 10 yrs, Budgeting Fiemptyce Administration Back Office Office Administration office admin office coordinator,Administration,Mumbai,HR ,Retail,Manager / Sr Manager - Administration,100.0,120.0,110,5,10
 Manager- F2F,"10,00,000-12,00,000pa.",6 - 10 yrs, marketing strategy leadership fund raising resource mobilization business development content marketing strategic market planning team building budgeting communication skills,Retail Sales,Delhi,Sales ,NGO,Sales/Business Development Manager,100.0,120.0,110,6,10
 SAP ABAP Consultant,"10,00,000-12,00,000pa.",4 - 6 yrs, SAP ABAP abap consultant,Programming & Design,Mumbai,IT Software ,IT,Software Developer,100.0,120.0,110,4,6
